nome,sigla,codigo,tipo,vel_max_kmh,raio_m,ativo,pedagio,rodoviaria,garagem,lat,lng
RODOVIARIA DE UTINGA - BA,UTG,374,Ponto de Controle - 12,10,50,false,false,true,false,-12.077585,-41.093491
RODOVIARIA DE VARGEM - SP,VARG,375,Ponto de Controle - 12,10,50,false,false,true,false,-22.892437,-46.416359
RODOVIARIA VITORIA DA CONQUISTA - BA,VDC,51,Ponto de Controle - 12,10,100,false,false,true,false,-14.879962,-40.853949
VIA MONTES (POSTO MONTES CLAROS),VIA.MONT,380,Ponto de Controle - 12,30,59,false,false,false,false,-16.771158,-43.856098
VOLVO BRASÍLIA,VOLVO DF,394,Ponto de Fechamento - 1,30,200,false,false,false,false,-16.020226,-47.9831
VOLVO GUARULHOS,VOLVO GRS,472,Ponto de Fechamento - 1,30,100,false,false,false,false,-23.423035,-46.391955
VOLVO GOIÂNIA,VOLVO GYN,391,Ponto de Fechamento - 1,30,100,false,false,false,false,-16.829352,-49.241732
VOLVO PATO DE MINAS,VOLVO PATO,392,Ponto de Fechamento - 1,30,100,false,false,false,false,-18.640509,-46.492393
VOLVO SERGIPE,VOLVO SE,404,Ponto de Fechamento - 1,30,100,false,false,false,false,-10.910455,-37.157787
VOLVO VILA JARAGUÁ SP,VOLVO SP,405,Ponto de Fechamento - 1,30,100,false,false,false,false,-23.492361,-46.757132
VOLVO TERESINA PI,VOLVOPIAUÍ,393,Ponto de Fechamento - 1,30,100,false,false,false,false,-5.172407,-42.767504
RODOVIARIA DE VITORIA DE SANTO ANTAO - PE,VSA,376,Ponto de Controle - 12,10,50,false,false,true,false,-8.114146,-35.296829
