Código,Cód. Emb.,Desc. Resumida,Descrição,Unidade Empresarial,Tipo,Ajuste Horário,Raio,Raio Advert.,Vel.,Grupo PC.,Dist. uso vel.,Código externo,Ativo,Pedágio,Rodoviária,Suspensão,Garagem,Online,Auxlilar,Seletivo,Ponto Vel.,Area Vel.,Direções,Latitude,Longitude,Chave,Data Cadastro,Data Alteração
231,228,BOMJESUS,RODOVIARIA DE BOM JESUS - PI,Kandango Parceiras,Ponto de Controle - 12,0,50,50,10,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-9.079261,-44.360309,0,2025-08-11 13:42:46,2025-09-17 16:58:10
479,445,BR-050,CRISTIANOPOLIS - GO / LOCAL DESCONHECIDO,Kandango Parceiras,Local Não Autorizado - 42,0,50,50,0,Não Informado,0.0,-,F,F,N,F,N,T,F,F,F,F,,-16.730653,-47.625025,0,2026-04-07 14:14:52,2026-04-07 14:14:52
421,396,Brasa Qt,VITORIA DA CONQUISTA - BA  - REST. BRASA QUENTE,Kandango Parceiras,Local Não Autorizado - 42,0,45,45,0,Não Informado,0.0,-,F,F,N,F,N,T,F,F,F,F,,-11.516005,-37.512031,0,2025-09-16 15:51:03,2025-09-17 15:46:04
459,426,BRASA QUEN,INDIAROBA - SE / CHURR. BRASA QUENTE ,Kandango Parceiras,Local Não Autorizado - 42,0,50,50,30,Não Informado,0.0,-,F,F,N,F,N,T,F,F,F,F,,-11.516205,-37.511140,0,2025-10-09 11:01:26,2025-12-01 16:09:08
193,190,BRASILEIR,POSTO E RESTAURANTE BRASILEIRÃO,Kandango Parceiras,Ponto de Controle - 12,0,150,150,10,Não Informado,0.0,-,F,F,N,F,N,T,T,F,F,F,,-18.661831,-48.161401,0,2025-08-06 13:27:26,2025-09-18 08:18:12
158,158,BRE.STO,RODOVIARIA DE BREJO SANTO - CE,Kandango Parceiras,Ponto de Controle - 12,0,50,50,0,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-7.479387,-38.980832,1,2024-10-22 14:11:31,2025-09-17 10:05:51
14,13,BSB,RODOVIARIA DE BRASILIA - BSB,Kandango Parceiras,Ponto de Controle - 12,0,100,100,10,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-15.830449,-47.949158,0,2023-09-20 14:07:36,2025-09-23 14:08:36
155,155,CAJAZEIRAS,RODOVIARIA DE CAJAZEIRAS-PB,Kandango Parceiras,Ponto de Controle - 12,0,75,75,0,Não Informado,0.0,-,F,F,S,F,N,T,T,F,F,F,,-6.887235,-38.553877,1,2024-10-22 11:55:20,2025-09-17 10:13:23
469,436,CAJUEI,ALHANDRA - PB / Coxinhas Matuta & Churr. Do Cajuei,Kandango Parceiras,Local Não Autorizado - 42,0,20,20,0,Não Informado,0.0,-,F,F,N,F,N,T,F,F,F,F,,-7.325464,-34.946723,0,2025-11-19 16:50:36,2025-11-19 16:50:36
169,169,CALDAS NOV,RODOVIARIA DE CALDAS NOVAS - GO,Kandango Parceiras,Ponto de Controle - 12,0,65,65,0,Não Informado,0.0,-,F,F,S,F,N,T,T,F,F,F,,-17.756566,-48.630475,1,2024-10-24 10:37:26,2025-09-17 10:15:38
395,378,CAMILA,OLIVEIRA DOS BREJINHOS - BA - REST. CAMILA ,Kandango Parceiras,Local Não Autorizado - 42,0,66,45,10,Não Informado,0.0,-,F,F,N,F,N,T,F,F,F,F,,-12.312515,-42.599081,0,2025-08-26 11:09:06,2025-09-18 09:12:08
20,19,CAMPINAS,RODOVIARIA CAMPINAS - SP ,Kandango Parceiras,Ponto de Controle - 12,0,100,150,10,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-22.906056,-47.072563,0,2023-09-20 14:25:14,2025-09-17 10:18:35
242,239,CAR,RODOVIARIA DE CAMACARI - BA,Kandango Parceiras,Ponto de Controle - 12,0,40,50,10,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-12.701791,-38.319168,0,2025-08-11 14:05:53,2025-09-17 17:00:36
474,441,CARNE ASSA,SAO FRANCISCO - BA / CHURRASCARIA CARNE ASSADA ,Kandango Parceiras,Local Não Autorizado - 42,0,50,50,0,Não Informado,0.0,-,F,F,N,F,N,T,F,F,F,F,,-12.199964,-43.673732,0,2026-02-27 11:22:06,2026-02-27 11:22:06
173,173,CARUARU,RODOVIARIA DE CARUARU-PE,Kandango Parceiras,Ponto de Controle - 12,0,80,80,0,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-8.294227,-35.988368,1,2024-10-24 15:05:09,2025-09-17 17:02:13
62,62,CATALÃO,POSTO JK - CATALÃO - GO,Kandango Parceiras,Ponto de Controle - 12,0,80,80,20,Não Informado,0.0,-,F,F,N,F,N,T,T,F,F,F,,-18.180986,-47.942106,0,2023-11-09 14:10:10,2025-09-17 12:02:21
235,232,CBO,RODOVIARIA DE CABO DE SANTO AGOSTINHO - PE,Kandango Parceiras,Ponto de Controle - 12,0,75,75,10,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-8.285122,-35.032494,0,2025-08-11 13:54:45,2025-09-17 17:06:12
60,59,CCG EST,CHURRASCARIA CACHOREIRA GRILL ESTÂNCIA 1 - SE,Kandango Parceiras,Ponto de Controle - 12,0,60,60,0,Não Informado,0.0,-,F,F,N,F,N,T,T,F,F,F,,-11.284441,-37.450410,0,2023-10-31 14:05:05,2025-09-18 08:13:16
64,64,CCLAJES,CHURRASCARIA CHIMARRÃO LAJES,Kandango Parceiras,Ponto de Controle - 12,0,100,200,20,Não Informado,0.0,-,F,F,N,F,N,T,T,F,F,F,,-5.705384,-36.225834,0,2024-02-01 23:17:37,2025-09-18 09:04:22
59,58,CCMTRAFOR,CHURRASCARIA CHIMARRAO MATARACA SENTIDO FOR,Kandango Parceiras,Ponto de Controle - 12,0,30,50,10,Não Informado,0.0,-,F,F,N,F,N,T,T,F,F,F,,-6.628234,-35.125996,0,2023-09-28 22:09:23,2025-09-18 09:07:47
4,3,CCMTRAREC,CHURRASCARIA CHIMARRAO MATARACA SENTIDO REC,Kandango Parceiras,Ponto de Controle - 12,0,90,90,10,Não Informado,0.0,-,F,F,N,F,N,T,T,F,F,F,,-6.559671,-35.137179,0,2023-09-20 12:08:06,2025-09-18 09:09:12
48,47,CDS ,RODOVIARIA CANDIDO SALES - BA ,Kandango Parceiras,Ponto de Controle - 12,0,60,25,10,Não Informado,0.0,-,F,F,S,F,N,T,T,F,F,F,,-15.501969,-41.235999,0,2023-09-20 15:55:08,2025-09-17 13:11:38
243,240,CDU,RODOVIARIA DE CAMANDUCAIA - MG,Kandango Parceiras,Ponto de Controle - 12,0,35,50,10,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-22.739525,-46.132021,0,2025-08-11 14:07:14,2025-09-17 17:07:32
37,36,CERRADAO,"POSTO CERRADAO, MONTES CLAROS - MG ",Kandango Parceiras,Ponto de Controle - 12,0,50,60,10,Não Informado,0.0,-,F,F,N,F,N,T,T,F,F,F,,-16.769036,-43.871680,0,2023-09-20 15:20:19,2025-10-31 16:50:52
240,237,CFM,RODOVIARIA DE CAFARNAUM - BA,Kandango Parceiras,Ponto de Controle - 12,0,23,23,10,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-11.691655,-41.469498,0,2025-08-11 14:03:12,2025-09-17 17:11:18
245,242,CFS,RODOVIARIA DE CAMPO FORMOSO - BA,Kandango Parceiras,Ponto de Controle - 12,0,23,23,10,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-10.509751,-40.327444,0,2025-08-11 14:09:53,2025-09-17 17:13:27
250,245,CGA,RODOVIARIA DE CARATINGA - MG,Kandango Parceiras,Ponto de Controle - 12,0,50,50,10,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-19.796807,-42.138740,0,2025-08-11 14:18:39,2025-09-17 17:17:10
100,100,CH. P. SUL,RODA VELHA - BA / CHURRASCARIA POTENCIAL SUL,Kandango Parceiras,Ponto de Controle - 12,0,100,100,5,Não Informado,0.0,-,F,F,N,F,N,T,T,F,F,F,,-12.755135,-45.943028,1,2024-10-14 16:34:14,2025-09-29 08:14:36
105,105,CH.STILLUS,BEZERRA - GO / CH.STILLUS,Kandango Parceiras,Ponto de Controle - 12,0,50,70,5,Não Informado,0.0,-,F,F,N,F,N,T,T,F,F,F,,-15.482476,-47.101250,1,2024-10-15 09:37:27,2025-10-31 17:06:14
125,125,CHICAO,RESTAURANTE CHICAO CRISTINO CASTRO,Kandango Parceiras,Ponto de Controle - 12,0,30,30,0,Não Informado,0.0,-,F,F,N,F,N,T,T,F,F,F,,-8.807234,-44.216248,1,2024-10-15 14:11:50,2025-09-18 09:10:53
467,434,CHIMA JOAO,POSTO CHIMARRAO - JOAO PESSOA,Kandango Parceiras,Ponto de Controle - 12,0,50,80,10,Não Informado,0.0,-,F,F,N,F,N,T,T,F,F,F,,-7.173450,-34.897803,1,2025-11-03 16:42:34,2025-11-03 16:42:34
197,194,CHIMA.BAYE,CHURRASCARIA CHIMARRÃO BAYEUX,Kandango Parceiras,Ponto de Controle - 12,0,90,90,10,Não Informado,0.0,-,F,F,N,F,N,T,T,F,F,F,,-7.133737,-34.930732,0,2025-08-06 14:03:53,2025-09-18 09:12:17
194,191,CHIMA.MOSS,CHURRASCARIA CHIMARRÃO - MOSSORÓ 2,Kandango Parceiras,Ponto de Controle - 12,0,50,50,10,Não Informado,0.0,-,F,F,N,F,N,T,T,F,F,F,,-5.224987,-37.342979,0,2025-08-06 13:34:08,2025-09-18 09:13:33
398,381,CHIMARRÃO ,MORRO DO CHAPÉU - BA - CHURR. CHIMARRÃO 24,Kandango Parceiras,Local Não Autorizado - 42,0,50,50,10,Não Informado,0.0,-,F,F,N,F,N,T,F,F,F,F,,-8.395987,-35.261256,0,2025-08-27 11:28:51,2025-09-17 15:49:51
441,416,CHIMARRÃO2,CHURRASCARIA CHIMARRÃO - MAMANGUAPE - PB,Kandango Parceiras,Ponto de Controle - 12,0,50,50,0,Não Informado,0.0,-,F,F,N,F,N,T,T,F,F,F,,-6.627877,-35.126048,0,2025-10-06 13:40:21,2025-10-06 13:40:21
239,236,CHM,RODOVIARIA DE CACHOEIRAS DE MACACU - RJ,Kandango Parceiras,Ponto de Controle - 12,0,35,35,10,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-22.465864,-42.654346,0,2025-08-11 14:01:40,2025-09-17 17:24:01
252,247,CHO,RODOVIARIA DE CARMO DA CACHOEIRA - MG,Kandango Parceiras,Ponto de Controle - 12,0,25,25,10,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-21.460258,-45.222175,0,2025-08-11 14:25:16,2025-09-17 17:25:29
238,235,CHP,RODOVIARIA DE CACHOEIRA PAULISTA - SP,Kandango Parceiras,Ponto de Controle - 12,0,50,50,10,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-22.671541,-45.004168,0,2025-08-11 14:00:06,2025-09-17 17:28:44
200,197,CHU.CARQUE,VILA FIRMEZA - PE - CHURR. CARNE E QUEIJO,Kandango Parceiras,Local Não Autorizado - 42,0,200,200,10,Não Informado,0.0,-,F,F,N,F,N,T,F,F,F,F,,-6.701266,-35.114821,0,2025-08-06 15:01:16,2025-09-17 15:50:27
203,200,CHU.CAVION,UBERABA - MG / CHURR. CAVION,Kandango Parceiras,Local Não Autorizado - 42,0,50,50,10,Não Informado,0.0,-,F,F,N,F,N,T,F,F,F,F,,-19.441272,-48.065226,0,2025-08-06 15:31:38,2025-11-13 10:00:02
198,195,CHU.GUAIBA,CHURRASCARIA GUAIBA,Kandango Parceiras,Ponto de Controle - 12,0,80,50,10,Não Informado,0.0,-,F,F,N,F,N,T,T,F,F,F,,-5.704751,-36.252460,0,2025-08-06 14:21:59,2025-09-17 13:20:32
143,143,CHUR 2IRMA,CHURRASCARIA 2 IRMAOS IBOTIRAMA BA,Kandango Parceiras,Ponto de Controle - 12,0,200,200,0,Não Informado,0.0,-,F,F,N,F,N,T,T,F,F,F,,-12.173194,-43.202201,1,2024-10-16 15:18:09,2025-09-17 17:29:13
167,167,CHUR CHAPE,CHURRASCARIA CHIMARRAO - MORRO DO CHAPEU-BA,Kandango Parceiras,Ponto de Controle - 12,0,80,80,0,Não Informado,0.0,-,F,F,N,F,N,T,T,F,F,F,,-11.557146,-41.157434,1,2024-10-24 09:39:45,2025-09-18 09:08:42
383,367,CHURR BDM,ITABERABA - BA / CHURR. BOM DEMAIS ,Kandango Parceiras,Local Não Autorizado - 42,0,120,100,10,Não Informado,0.0,-,F,F,N,F,N,T,F,F,F,F,,-12.517730,-40.285448,0,2025-08-21 09:51:42,2025-09-17 13:24:32
241,238,CIC,RODOVIARIA DE CAICO - RN,Kandango Parceiras,Ponto de Controle - 12,0,50,50,10,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-6.444022,-37.072540,0,2025-08-11 14:04:31,2025-08-11 14:04:31
247,244,CII,RODOVIARIA DE CANTO DO BURITI - PI,Kandango Parceiras,Ponto de Controle - 12,0,30,15,10,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-8.110769,-42.941293,0,2025-08-11 14:13:39,2025-09-17 17:30:39
196,193,CINQUENTAO,POSTO CINQUENTÃO,Kandango Parceiras,Ponto de Controle - 12,0,200,200,10,Não Informado,0.0,-,F,F,N,F,N,T,T,F,F,F,,-18.828736,-46.794650,0,2025-08-06 13:50:55,2025-09-18 09:14:43
452,419,COMETA,GURUPI - TO / RESTAURANTE COMETA,Kandango Parceiras,Local Não Autorizado - 42,0,50,50,0,Não Informado,0.0,-,F,F,N,F,N,T,F,F,F,F,,-11.696416,-49.072307,0,2025-10-07 11:56:13,2025-10-07 11:56:13
236,233,COO,RODOVIARIA DE CABROBO - PE,Kandango Parceiras,Ponto de Controle - 12,0,35,35,10,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-8.508877,-39.309874,0,2025-08-11 13:56:23,2025-09-17 17:31:33
182,182,COTEGIPE,RODOVIARIA DE COTEGIPE - BA,Kandango Parceiras,Ponto de Controle - 12,0,25,25,0,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-12.038364,-44.265211,1,2024-12-09 16:30:30,2025-09-17 17:41:14
237,234,CPV,RODOVIARIA DE CAÇAPAVA-SP,Kandango Parceiras,Ponto de Controle - 12,0,50,50,10,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-23.110070,-45.708230,0,2025-08-11 13:58:17,2025-09-17 17:42:29
246,243,CRA,RODOVIARIA DE CAMPO MAIOR - PI,Kandango Parceiras,Ponto de Controle - 12,0,30,30,10,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-4.829979,-42.170068,0,2025-08-11 14:11:24,2025-09-17 17:43:58
254,249,CRF,RODOVIARIA DE CORONEL FABRICIANO - MG,Kandango Parceiras,Ponto de Controle - 12,0,50,50,10,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-19.528876,-42.623045,0,2025-08-11 14:32:47,2025-09-17 17:44:52
73,73,CRISTALINA,RODOVIARIA DE CRISTALINA,Kandango Parceiras,Ponto de Controle - 12,0,50,50,10,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-16.764631,-47.613911,1,2024-08-04 15:52:04,2025-09-17 17:46:18
181,181,CRISTOP,RODOVIÁRIA DE CRISTOPOLIS - BA,Kandango Parceiras,Ponto de Controle - 12,0,40,60,0,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-12.233238,-44.413780,1,2024-12-09 16:27:12,2025-09-19 08:34:49
396,379,CSA BRANC,QUIPAPÁ - PE  - CHURR. CASA BRANCA,Kandango Parceiras,Local Não Autorizado - 42,0,50,50,10,Não Informado,0.0,-,F,F,N,F,N,T,F,F,F,F,,-8.811468,-36.012813,0,2025-08-27 10:46:14,2025-09-17 15:51:26
258,253,CSS,RODOVIARIA DE CURRAIS NOVOS - RN,Kandango Parceiras,Ponto de Controle - 12,0,50,50,10,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-6.260238,-36.519544,0,2025-08-11 14:41:47,2025-09-17 17:48:00
253,248,CTL,RODOVIARIA DE CATALAO - GO,Kandango Parceiras,Ponto de Controle - 12,0,50,50,10,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-18.171858,-47.926462,0,2025-08-11 14:27:51,2025-09-17 10:40:43
377,363,CTN,RODOVIARIA DE CRISTINAPOLIS - SE,Kandango Parceiras,Ponto de Controle - 12,0,15,15,10,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-11.478131,-37.754258,0,2025-08-12 09:32:26,2025-09-17 17:49:41
255,250,CTO,RODOVIARIA DE CRATO - CE,Kandango Parceiras,Ponto de Controle - 12,0,35,50,10,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-7.229171,-39.397614,0,2025-08-11 14:33:59,2025-09-17 17:50:57
257,252,CUP,RODOVIARIA DE CUPIRA - PE,Kandango Parceiras,Ponto de Controle - 12,0,50,50,10,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-8.612958,-35.956496,0,2025-08-11 14:40:07,2025-09-17 17:51:59
256,251,CYT,RODOVIARIA DE CRISTINO CASTRO - PI,Kandango Parceiras,Ponto de Controle - 12,0,50,50,10,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-8.806513,-44.215783,0,2025-08-11 14:36:23,2025-09-17 17:53:19
199,196,DDD.242,POSTO DDD 242,Kandango Parceiras,Ponto de Controle - 12,0,135,135,10,Não Informado,0.0,-,F,F,N,F,N,T,T,F,F,F,,-12.419105,-41.838660,0,2025-08-06 14:32:31,2025-09-18 09:15:48
180,180,DETRAN DES,ECO POSTO DETRAN RECIFE - DESEMBARQUE,Kandango Parceiras,Ponto de Controle - 12,0,50,50,0,Não Informado,0.0,-,F,F,S,F,N,T,T,F,F,F,,-8.042357,-34.943826,1,2024-12-04 14:09:19,2025-09-18 09:17:01
179,179,DETRAN EMB,ECO POSTO DETRAN RECIFE - EMBARQUE,Kandango Parceiras,Ponto de Controle - 12,0,25,25,0,Não Informado,0.0,-,F,F,N,F,N,T,T,F,F,F,,-8.033239,-34.941661,1,2024-12-04 13:50:40,2025-09-17 13:44:40
453,420,DIVINO SAB,CAMPO ALEGRE - AL / RESTAURANTE DIVINO SABOR,Kandango Parceiras,Local Não Autorizado - 42,0,50,50,0,Não Informado,0.0,-,F,F,N,F,N,T,F,F,F,F,,-9.778603,-36.353153,0,2025-10-07 13:44:21,2025-10-07 13:44:21
201,198,DOM PAULIS,IPUTINGA - PB - DOM PAULIS,Kandango Parceiras,Local Não Autorizado - 42,0,50,50,10,Não Informado,0.0,-,F,F,N,F,N,T,F,F,F,F,,-8.691189,-35.601221,0,2025-08-06 15:03:24,2025-09-17 15:51:52
403,386,DOMINGOS,MOSSORÓ - RN - POST. DOMINGOS ,Kandango Parceiras,Local Não Autorizado - 42,0,50,50,10,Não Informado,0.0,-,F,F,N,F,N,T,T,F,F,F,,-5.088306,-37.335638,0,2025-09-01 09:26:02,2025-10-21 16:18:33
397,380,DONA MARTA,QUIPAPÁ - PE  - REST. DONA MARTA,Kandango Parceiras,Local Não Autorizado - 42,0,50,50,10,Não Informado,0.0,-,F,F,N,F,N,T,F,F,F,F,,-9.897761,-36.439734,1,2025-08-27 11:03:47,2025-09-17 15:52:42
272,258,ECN,RODOVIARIA DE EUCLIDES DA CUNHA - BA,Kandango Parceiras,Ponto de Controle - 12,0,50,50,10,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-10.502890,-39.010533,0,2025-08-11 15:01:20,2025-09-18 07:54:00
428,403,ECOPOSTO,BR 101 - PE / ECOPOSTO,Kandango Parceiras,Local Não Autorizado - 42,0,50,50,0,Não Informado,0.0,-,F,F,S,F,N,T,T,F,F,F,,-7.792677,-34.928006,0,2025-09-17 14:11:42,2026-04-01 17:11:56
44,43,ELITE 2,POSTO ELITE 2 - AMELIA RODRIGUES BA,Kandango Parceiras,Ponto de Controle - 12,0,150,150,0,Não Informado,0.0,-,F,F,N,F,N,T,T,F,F,F,,-12.361132,-38.835973,0,2023-09-20 15:40:18,2025-09-18 09:20:01
425,400,ELITE3-CG,CAPIM GROSSO - BA -  POSTO ELITE 03,Kandango Parceiras,Ponto de Controle - 12,0,65,65,0,Não Informado,0.0,-,F,F,N,F,N,T,T,F,F,F,,-11.384899,-39.994756,0,2025-09-17 10:35:37,2025-09-17 10:35:37
259,254,ELS,RODOVIARIA DE ELISEU MARTINS - PI,Kandango Parceiras,Ponto de Controle - 12,0,50,50,10,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-8.104206,-43.660123,0,2025-08-11 14:43:56,2025-09-18 07:56:55
261,256,ESP,RODOVIARIA DE ESPLANADA - BA,Kandango Parceiras,Ponto de Controle - 12,0,50,50,10,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-11.787566,-37.950234,0,2025-08-11 14:52:53,2025-09-18 07:58:41
470,437,ESPETÃO GA,VITORIA DA CONQUISTA - BA - REST. ESPETÃO GAUCHO,Kandango Parceiras,Local Não Autorizado - 42,0,50,50,0,Não Informado,0.0,-,F,F,N,F,N,T,F,F,F,F,,-14.807100,-40.784318,0,2025-11-19 17:20:09,2025-11-19 17:20:09
437,412,ESTANCIA,ROD. DE ESTANCIA,Kandango Parceiras,Ponto de Controle - 12,0,50,50,0,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-11.274062,-37.447313,0,2025-09-23 11:48:30,2025-09-23 11:48:30
175,175,ESTIVA,GRAAL ESTIVA  - ESTIVA MG,Kandango Parceiras,Ponto de Controle - 12,0,99,80,0,Não Informado,0.0,-,F,F,N,F,N,T,T,F,F,F,,-22.457715,-46.007634,1,2024-10-24 16:19:02,2025-09-18 09:21:33
271,257,ESV,RODOVIARIA DE ESTIVA - MG,Kandango Parceiras,Ponto de Controle - 12,0,18,18,10,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-22.464535,-46.015902,0,2025-08-11 14:59:54,2025-09-18 08:00:52
260,255,ETR,RODOVIARIA DE ENTRE RIOS - BA,Kandango Parceiras,Ponto de Controle - 12,0,55,55,10,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-11.946340,-38.068983,0,2025-08-11 14:50:57,2025-09-18 08:03:01
443,418,ETREL.SUL2,CHURRASCARIA ESTRELA DO SUL / SANTO ESTEVÃO - BA,Kandango Parceiras,Ponto de Controle - 12,0,50,50,0,Não Informado,0.0,-,F,F,N,F,N,T,T,F,F,F,,-12.461978,-39.271880,0,2025-10-06 15:26:32,2025-10-06 15:26:32
49,48,EX060,EXPRESSO 060 - BSB,Kandango Parceiras,Ponto de Controle - 12,0,70,100,10,Não Informado,0.0,-,F,F,N,F,N,T,T,F,F,F,,-16.008120,-48.245772,0,2023-09-20 16:00:23,2025-09-18 09:22:00
273,259,EXM,RODOVIARIA DE EXTREMA - MG,Kandango Parceiras,Ponto de Controle - 12,0,35,35,10,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-22.856498,-46.324807,0,2025-08-11 15:03:00,2025-09-18 08:04:41
45,44,FCS ,RODOVIARIA  FRANCISCO SA - MG,Kandango Parceiras,Ponto de Controle - 12,0,25,25,100,Não Informado,0.0,-,F,F,S,F,N,T,T,F,F,F,,-16.476542,-43.496237,0,2023-09-20 15:42:13,2025-09-17 14:05:38
8,7,FOR,RODOVIARIA FORTALEZA - CE,Kandango Parceiras,Ponto de Controle - 12,0,80,80,0,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-3.757727,-38.530662,0,2023-09-20 12:26:23,2025-09-17 11:34:30
31,30,FORMOSA,RODOVIARIA DE FORMOSA - GO,Kandango Parceiras,Ponto de Controle - 12,0,50,50,0,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-15.550783,-47.337516,0,2023-09-20 14:54:14,2025-09-17 11:28:45
116,116,GAR BES,GARAGEM BARREIRAS BA,Kandango Parceiras,Ponto de Fechamento - 1,0,50,60,5,Não Informado,0.0,-,F,F,N,F,S,T,F,F,F,F,,-12.133253,-45.015509,1,2024-10-15 12:03:17,2025-09-17 09:50:23
117,117,GAR BHZ,GARAGEM BELO HORIZONTE,Kandango Parceiras,Ponto de Fechamento - 1,0,70,70,0,Não Informado,0.0,0,F,F,N,F,S,T,F,F,F,F,,-19.907835,-43.898221,1,2024-10-15 12:28:09,2025-09-17 09:13:43
112,112,GAR COX,GARAGEM COCOS BA,Kandango Parceiras,Ponto de Fechamento - 1,0,200,200,5,Não Informado,0.0,-,F,F,N,F,S,T,F,F,F,F,,-14.177356,-44.530529,1,2024-10-15 11:08:07,2025-04-07 13:23:35
137,137,GAR ITA,GARAGEM DE ITACARAMBI MG,Kandango Parceiras,Ponto de Fechamento - 1,0,200,200,0,Não Informado,0.0,-,F,F,N,F,S,T,F,F,F,F,,-15.095656,-44.099347,1,2024-10-15 18:21:46,2025-04-07 13:23:47
84,84,GAR PLM,GARAGEM DE PALMAS,Kandango Parceiras,Ponto de Fechamento - 1,0,50,50,0,Não Informado,0.0,-,F,F,N,F,S,T,F,F,F,F,,-10.250427,-48.314161,1,2024-10-14 11:17:37,2025-09-18 08:07:44
145,145,GAR SALVAD,GARAGEM SALVADOR BA,Kandango Parceiras,Ponto de Fechamento - 1,0,90,90,0,Não Informado,0.0,-,F,F,N,F,S,T,F,F,F,F,,-12.977267,-38.467510,1,2024-10-16 16:07:59,2025-04-28 10:42:47
111,111,GAR TBCAS,GARAGEM TABOCAS DO B.VELHO,Kandango Parceiras,Ponto de Fechamento - 1,0,40,60,5,Não Informado,0.0,-,F,F,N,F,S,T,F,F,F,F,,-12.703413,-44.006736,1,2024-10-15 10:41:51,2025-09-24 09:18:20
130,130,GAR THE,GARAGEM TERESINA PI,Kandango Parceiras,Ponto de Fechamento - 1,0,50,50,0,Não Informado,0.0,-,F,F,N,F,S,T,F,F,F,F,,-5.131895,-42.789439,1,2024-10-15 14:31:18,2025-09-18 13:10:07
136,136,GAR UDI,GARAGEM DE UBERLANDIA,Kandango Parceiras,Ponto de Fechamento - 1,0,30,30,0,Não Informado,0.0,-,F,F,N,F,S,T,F,F,F,F,,-18.899537,-48.276685,1,2024-10-15 16:58:45,2025-09-17 11:06:34
463,430,GARAGEM VP,JARDIM INGA - GO / GARAGEM CATEDRAL,Kandango Parceiras,Ponto de Controle - 12,0,135,135,20,Não Informado,0.0,-,F,F,N,F,S,T,F,F,F,F,,-16.161608,-47.973377,0,2025-10-31 10:19:12,2025-10-31 10:19:12
135,135,Gauchinha,APARECIDA - GO - CHURRASCARIA DO GAUCHINHA,Kandango Parceiras,Ponto de Controle - 12,0,50,70,0,Não Informado,0.0,-,F,F,N,F,N,T,T,F,F,F,,-16.805169,-49.240004,1,2024-10-15 16:44:33,2025-09-18 09:22:51
457,424,GAUCHINHO,UBERLANDIA - MG / REST. GAUCHINHO,Kandango Parceiras,Local Não Autorizado - 42,0,30,30,0,Não Informado,0.0,-,F,F,N,F,N,T,F,F,F,F,,-18.870977,-48.256583,0,2025-10-08 13:24:09,2025-10-09 09:30:08
65,65,GCETROSSA,GARAGEM VIACAO CETRO SALVADOR,Kandango Parceiras,Ponto de Fechamento - 1,0,200,200,20,Não Informado,0.0,-,F,F,N,F,S,T,T,F,F,F,,-12.908530,-38.451571,0,2024-02-02 00:08:44,2025-04-02 17:19:08
23,22,GCPIR,GRAAL CORAL PIRASSUNUNGA - SP,Kandango Parceiras,Ponto de Controle - 12,0,200,200,10,Não Informado,0.0,-,F,F,N,F,N,T,T,F,F,F,,-22.002473,-47.445263,0,2023-09-20 14:33:49,2025-09-18 09:23:54
