Código,Cód. Emb.,Desc. Resumida,Descrição,Unidade Empresarial,Tipo,Ajuste Horário,Raio,Raio Advert.,Vel.,Grupo PC.,Dist. uso vel.,Código externo,Ativo,Pedágio,Rodoviária,Suspensão,Garagem,Online,Auxlilar,Seletivo,Ponto Vel.,Area Vel.,Direções,Latitude,Longitude,Chave,Data Cadastro,Data Alteração
3,2,NAT,RODOVIARIA DE NATAL - RN,Kandango Parceiras,Ponto de Controle - 12,0,115,150,10,Não Informado,0.0,-,F,F,S,F,N,T,T,F,F,F,,-5.819507,-35.235140,0,2023-09-20 11:51:39,2025-09-24 16:03:52
318,304,NIU,RODOVIARIA DE NOVA IGUACU - RJ,Kandango Parceiras,Ponto de Controle - 12,0,50,50,10,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-22.757408,-43.455855,0,2025-08-11 16:41:43,2025-08-11 16:41:43
317,303,NOF,RODOVIARIA DE NOVA FRIBURGO - RJ,Kandango Parceiras,Ponto de Controle - 12,0,50,50,10,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-22.308355,-42.522535,0,2025-08-11 16:40:50,2025-08-11 16:40:50
440,415,Nona 3,Restaurante & Lanchonete da Nona - ORLANDIA - SP,Kandango Parceiras,Local Não Autorizado - 42,0,50,50,0,Não Informado,0.0,-,F,F,N,F,N,T,T,F,F,F,,-20.682077,-47.887633,0,2025-10-06 13:34:41,2026-03-24 13:31:12
455,422,NOSSO REST,RIACHÃO DAS NEVES - BA / REST. NOSSO RESTAURENTE,Kandango Parceiras,Local Não Autorizado - 42,0,35,35,5,Não Informado,0.0,-,F,F,N,F,N,T,F,F,F,F,,-11.745068,-44.900318,0,2025-10-08 11:03:38,2025-10-08 11:03:38
315,301,NRI,RODOVIARIA DE NITEROI - RJ,Kandango Parceiras,Ponto de Controle - 12,0,50,50,10,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-22.885286,-43.121766,0,2025-08-11 16:34:17,2025-08-11 16:34:17
316,302,NRO,RODOVIARIA DE NOSSA SENHORA DO SOCORRO - SE,Kandango Parceiras,Ponto de Controle - 12,0,50,50,10,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-10.847426,-37.064556,0,2025-08-11 16:37:12,2025-08-11 16:39:09
460,427,OF. SILVA,OFICINA SILVA EM TRINDADE GOIAS,Kandango Parceiras,Ponto de Fechamento - 1,0,100,100,30,Não Informado,0.0,-,F,F,N,F,N,T,F,F,F,F,,-16.631531,-49.418752,0,2025-10-16 16:32:10,2025-12-01 16:08:06
174,174,OLIVEIRA ,GRAAL OLIVEIRA - OLIVEIRA MG,Kandango Parceiras,Ponto de Controle - 12,0,200,200,0,Não Informado,0.0,-,F,F,N,F,N,T,T,F,F,F,,-20.691032,-44.745410,1,2024-10-24 16:16:05,2025-09-17 14:32:10
319,305,OLV,RODOVIARIA DE OLIVEIRA - MG,Kandango Parceiras,Ponto de Controle - 12,0,50,50,10,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-20.696669,-44.823070,0,2025-08-11 16:42:44,2025-08-11 16:42:56
320,306,ORL,RODOVIARIA DE ORLANDIA - SP,Kandango Parceiras,Ponto de Controle - 12,0,50,50,10,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-20.727080,-47.884590,0,2025-08-11 16:43:49,2025-08-11 16:43:49
321,307,OUI,RODOVIARIA DE OURICURI - PE,Kandango Parceiras,Ponto de Controle - 12,0,50,50,10,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-7.880217,-40.077923,0,2025-08-11 16:44:48,2025-08-11 16:44:48
386,370,P.GONCALO4,AMELIA RODRIGUES - BA - POSTO SÃO GONÇALO4,Kandango Parceiras,Ponto de Controle - 12,0,30,50,10,Não Informado,0.0,-,F,F,N,F,N,T,T,F,F,F,,-12.339437,-38.845468,0,2025-08-21 10:55:43,2025-09-17 09:24:51
63,63,PA-GARROTE,CHURRASCARIA GARROTE CRISTALINA,Kandango Parceiras,Ponto de Controle - 12,0,60,70,10,Não Informado,0.0,0,F,F,N,F,S,T,T,F,F,F,,-16.741380,-47.614512,1,2024-01-29 14:59:28,2025-09-17 11:11:32
75,75,PA-RECANTU,RESTAURANTE RECANTUS CRISTALINA ,Kandango Parceiras,Ponto de Controle - 12,0,35,45,10,Não Informado,0.0,-,F,F,N,F,N,T,T,F,F,F,,-16.566811,-47.790907,1,2024-09-23 14:21:32,2025-11-11 10:56:55
433,408,PAIS&FILHO,PANELAS - PE / REST.PAIS & FILHOS,Kandango Parceiras,Local Não Autorizado - 42,0,50,50,5,Não Informado,0.0,-,F,F,N,F,N,T,F,F,F,F,,-8.657535,-36.015115,0,2025-09-18 13:51:58,2025-09-18 13:51:58
74,74,PARACATU,RODOVIARIA DE PARACATU-MG,Kandango Parceiras,Ponto de Controle - 12,0,25,40,10,Não Informado,0.0,-,F,F,S,F,N,T,T,F,F,F,,-17.217375,-46.881648,1,2024-08-04 15:56:40,2025-09-24 11:14:46
147,147,PARAIBAO,REST CHURRASC PARAIBAO - PIRAPORA MG,Kandango Parceiras,Ponto de Controle - 12,0,200,200,0,Não Informado,0.0,-,F,F,N,F,N,T,T,F,F,F,,-17.346276,-44.904474,1,2024-10-17 11:27:17,2025-09-17 14:32:33
156,156,PATAGONIA,POSTO PATAGONIA 2 IRMAOS/ROD.  - BARRO - CE,Kandango Parceiras,Ponto de Controle - 12,0,80,80,0,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-7.181624,-38.781568,1,2024-10-22 14:01:47,2025-09-17 09:58:51
154,154,PAU FERRO,RODOVIARIA PAU DOS FERROS - RN,Kandango Parceiras,Ponto de Controle - 12,0,25,30,0,Não Informado,0.0,-,F,F,S,F,N,T,T,F,F,F,,-6.121196,-38.205428,1,2024-10-22 11:52:54,2025-09-24 11:48:02
335,321,PBL,RODOVIARIA DE POMBAL - PB,Kandango Parceiras,Ponto de Controle - 12,0,50,50,10,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-6.766075,-37.794399,0,2025-08-11 17:10:20,2025-08-11 17:10:20
82,82,PC LZA,RODOVIARIA DE LUIZILANDIA-MG,Kandango Parceiras,Ponto de Controle - 12,0,200,200,5,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-16.154420,-44.537842,1,2024-09-26 10:57:10,2025-04-02 17:29:19
13,12,PCMOS,POSTO CHIMARRAO 2 MOSSORO - RN ,Kandango Parceiras,Ponto de Controle - 12,0,20,20,10,Não Informado,0.0,-,F,F,N,F,N,T,T,F,F,F,,-5.225592,-37.332430,0,2023-09-20 13:56:32,2025-09-17 14:37:56
329,315,PCR,RODOVIARIA DE PIRACURUCA - PI,Kandango Parceiras,Ponto de Controle - 12,0,50,50,10,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-3.935220,-41.710835,0,2025-08-11 16:57:28,2025-08-11 16:57:28
322,308,PDP,RODOVIARIA DE PADRE PARAISO - MG,Kandango Parceiras,Ponto de Controle - 12,0,50,50,10,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-17.078029,-41.486112,0,2025-08-11 16:45:53,2025-08-11 16:45:53
328,314,PDS,RODOVIARIA DE PERDOES - MG,Kandango Parceiras,Ponto de Controle - 12,0,50,50,10,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-21.104838,-45.091088,0,2025-08-11 16:56:32,2025-08-11 16:56:32
323,309,PES,RODOVIARIA DE PANELAS - PE,Kandango Parceiras,Ponto de Controle - 12,0,50,50,10,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-8.663755,-36.009186,0,2025-08-11 16:47:32,2025-08-11 16:47:32
187,187,PETROBRAS ,CAMPIONORTE - GO / POSTO PETROBRAS ,Kandango Parceiras,Local Não Autorizado - 42,0,30,30,5,Não Informado,0.0,-,F,F,N,F,N,T,F,F,F,F,,-14.314727,-49.150582,1,2025-06-16 14:50:41,2025-09-17 15:02:13
161,161,PETROLINA,RODOVIARIA DE PETROLINA-PE,Kandango Parceiras,Ponto de Controle - 12,0,50,70,0,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-9.392158,-40.508973,1,2024-10-24 09:08:33,2025-09-24 11:22:51
325,311,PHB,RODOVIARIA DE PARNAIBA - PI,Kandango Parceiras,Ponto de Controle - 12,0,50,50,10,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-2.928134,-41.753214,0,2025-08-11 16:49:51,2025-08-11 16:49:51
177,177,PICA PAU ,REST. PICA PAU - STA CRUZ DA CONCEIÇÃO,Kandango Parceiras,Ponto de Controle - 12,0,100,100,0,Não Informado,0.0,-,F,F,N,F,N,T,T,F,F,F,,-22.079404,-47.423381,1,2024-11-18 09:59:51,2025-09-17 11:10:01
414,390,PICA PAU2,POSTO PICA PAU,Kandango Parceiras,Ponto de Controle - 12,0,60,100,10,Não Informado,0.0,-,F,F,N,F,N,T,T,F,F,F,,-22.150184,-47.400529,0,2025-09-03 11:14:01,2025-10-15 13:08:44
56,55,PIEB,CHURRASCARIA PORTAL DO SOL ITABERABA - BA ,Kandango Parceiras,Ponto de Controle - 12,0,30,30,10,Não Informado,0.0,-,F,F,S,F,N,T,T,F,F,F,,-12.510607,-40.310588,0,2023-09-20 16:21:39,2025-09-24 11:41:49
326,312,PIM,RODOVIARIA DE PARNAMIRIM - PE,Kandango Parceiras,Ponto de Controle - 12,0,50,50,10,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-8.090413,-39.575720,0,2025-08-11 16:51:16,2025-08-11 16:51:16
330,316,PIP,RODOVIARIA DE PIRIPIRI - PI,Kandango Parceiras,Ponto de Controle - 12,0,50,50,10,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-4.272660,-41.770846,0,2025-08-11 16:58:52,2025-08-11 16:58:52
170,170,PIRASSUNUN,RODOVIARIA DE PIRASSUNUNGA-SP,Kandango Parceiras,Ponto de Controle - 12,0,200,200,0,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-21.996264,-47.431030,1,2024-10-24 10:55:58,2025-04-02 17:30:48
324,310,PIT,RODOVIARIA DE PARAISO DO TOCANTINS - TO,Kandango Parceiras,Ponto de Controle - 12,0,50,50,10,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-10.168870,-48.884400,0,2025-08-11 16:48:28,2025-08-11 16:48:28
334,320,PJC,RODOVIARIA DE POJUCA - BA,Kandango Parceiras,Ponto de Controle - 12,0,50,50,10,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-12.427438,-38.327629,0,2025-08-11 17:09:09,2025-08-11 17:09:09
333,319,PLT,RODOVIARIA DE PLANALTO - BA,Kandango Parceiras,Ponto de Controle - 12,0,100,100,10,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-14.671935,-40.481003,0,2025-08-11 17:04:42,2025-08-11 17:04:42
435,410,PO MAGNOLI,POSTO MAGNOLIA,Kandango Parceiras,Local Não Autorizado - 42,0,50,50,0,Não Informado,0.0,-,F,F,N,F,N,T,F,F,F,F,,-5.124736,-42.797605,1,2025-09-19 13:12:25,2025-09-19 13:12:25
53,52,POCOES,RODOVIARIA POÇOES - BA ,Kandango Parceiras,Ponto de Controle - 12,0,30,30,10,Não Informado,0.0,-,F,F,S,F,N,T,T,F,F,F,,-14.524474,-40.376474,0,2023-09-20 16:11:06,2025-09-23 10:23:25
106,106,PORTO ROSA,POSTO ROSARIO DIVISA,Kandango Parceiras,Ponto de Controle - 12,0,110,110,5,Não Informado,0.0,-,F,F,N,F,N,T,T,F,F,F,,-13.953017,-46.198667,1,2024-10-15 09:56:42,2025-09-17 14:41:56
430,405,POS RIBEIR,POSTO RIBEIRAO -SP,Kandango Parceiras,Local Não Autorizado - 42,0,50,50,0,Não Informado,0.0,-,F,F,N,F,N,T,F,F,F,F,,-21.103042,-47.788333,0,2025-09-18 10:19:15,2025-09-18 10:19:15
462,429,POST PRA,SÃO DESIDÉRIO - BA / POSTO PETOBRAS,Kandango Parceiras,Local Não Autorizado - 42,0,50,50,0,Não Informado,0.0,-,F,F,N,F,N,T,F,F,F,F,,-13.011663,-45.998940,0,2025-10-21 17:34:22,2025-10-21 17:34:22
461,428,POST.SHEL,JACOBINA - BA / POSTO SHELL,Kandango Parceiras,Local Não Autorizado - 42,0,50,50,0,Não Informado,0.0,-,F,F,N,F,N,T,F,F,F,F,,-11.157802,-40.561972,0,2025-10-21 17:04:43,2025-10-21 17:04:43
468,435,POSTO 020,POSTO 020 - LUIS EDUARDO MAGALHAES - BA,Kandango Parceiras,Local Não Autorizado - 42,0,70,100,0,Não Informado,0.0,-,F,F,N,F,N,T,F,F,F,F,,-12.139868,-45.816985,1,2025-11-06 15:24:20,2025-11-06 15:24:20
478,444,POSTO COR,POSTO PRECISO,Kandango Parceiras,Ponto de Controle - 12,0,50,50,0,Não Informado,0.0,-,F,F,N,F,N,T,T,F,F,F,,-13.351310,-44.642268,1,2026-04-07 10:24:17,2026-04-07 10:24:17
473,440,POSTO REVI,POSTO REVISE - NATAL RN,Kandango Parceiras,Ponto de Controle - 12,0,50,50,10,Não Informado,0.0,-,F,F,N,F,N,T,T,F,F,F,,-5.822875,-35.229972,0,2026-01-26 10:04:23,2026-01-26 10:04:23
385,369,POSTO SHEL,PORÇÕES - BA - POSTO SHELL,Kandango Parceiras,Local Não Autorizado - 42,0,80,80,10,Não Informado,0.0,-,F,F,N,F,N,T,F,F,F,F,,-14.527419,-40.378903,0,2025-08-21 10:31:57,2025-10-09 09:18:04
69,69,POSTO UNIÃ,PORÇÕES - BA - POSTO UNIÃO,Kandango Parceiras,Local Não Autorizado - 42,0,200,200,80,Não Informado,0.0,-,F,F,N,F,N,T,F,F,F,F,,-16.262960,-42.583636,0,2024-04-19 16:56:11,2025-10-10 11:36:00
381,365,POTIGUAR ,JEQUIÉ - BA - POSTO POTIGUAR,Kandango Parceiras,Ponto de Controle - 12,0,50,50,10,Não Informado,0.0,-,F,F,N,F,N,T,F,F,F,F,,-13.860441,-40.112577,0,2025-08-18 14:33:28,2025-09-17 15:58:10
339,325,POTM,RODOVIARIA DE POTIM - SP,Kandango Parceiras,Ponto de Controle - 12,0,50,50,10,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-22.842467,-45.230899,0,2025-08-12 08:09:16,2025-08-12 08:09:16
336,322,POVS,RODOVIARIA DE PONTO DOS VOLANTES - MG,Kandango Parceiras,Ponto de Controle - 12,0,50,50,10,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-16.722902,-41.504767,0,2025-08-11 17:13:07,2025-08-11 17:13:07
22,21,PPPMS,POSTO PICHILAU PIONEIRO-AL,Kandango Parceiras,Ponto de Controle - 12,0,100,100,10,Não Informado,0.0,-,F,F,N,F,N,T,T,F,F,F,,-9.409356,-35.839622,0,2023-09-20 14:31:45,2025-09-17 14:49:03
97,97,PRES PGT,RESTAURANTE POSTO PRESIDENTE ,Kandango Parceiras,Ponto de Controle - 12,0,70,90,0,Não Informado,0.0,-,F,F,N,F,N,T,T,F,F,F,,-13.451589,-49.136058,1,2024-10-14 14:16:43,2025-09-17 14:49:26
331,317,PRI,RODOVIARIA DE PIRITIBA - BA,Kandango Parceiras,Ponto de Controle - 12,0,50,50,10,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-11.733690,-40.559717,0,2025-08-11 17:02:28,2025-08-11 17:02:28
340,326,PSA,RODOVIARIA DE POUSO ALEGRE - MG,Kandango Parceiras,Ponto de Controle - 12,0,50,50,10,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-22.236580,-45.935645,0,2025-08-12 08:12:31,2025-08-12 08:12:31
52,51,PSJ,POSTO JAVI MUQUEM DE SAO FRANCISCO - BA,Kandango Parceiras,Ponto de Controle - 12,0,50,50,10,Não Informado,0.0,-,F,F,N,F,N,T,T,F,F,F,,-12.199688,-43.676495,0,2023-09-20 16:10:44,2025-09-17 15:04:23
471,438,PST. GUARA,SEABRA - BA / POSTO GUARANI ,Kandango Parceiras,Local Não Autorizado - 42,0,50,50,0,Não Informado,0.0,-,F,F,N,F,N,T,F,F,F,F,,-12.418748,-41.842225,0,2025-12-03 11:11:34,2025-12-03 11:11:34
456,423,PT TOTAL E,CRISTIANOPOLIS - GO / POSTO TOTAL ENERGIES,Kandango Parceiras,Local Não Autorizado - 42,0,45,45,5,Não Informado,0.0,-,F,F,N,F,N,T,F,F,F,F,,-17.191590,-48.715786,0,2025-10-08 11:32:24,2025-10-08 11:32:24
337,323,PTF,RODOVIARIA DE PORTO FERREIRA - SP,Kandango Parceiras,Ponto de Controle - 12,0,50,50,10,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-21.857890,-47.487549,0,2025-08-11 17:14:19,2025-08-11 17:14:19
33,32,PTRO,RODOVIARIA PATROCIONIO - MG ,Kandango Parceiras,Ponto de Controle - 12,0,40,50,10,Não Informado,0.0,-,F,F,S,F,N,T,T,F,F,F,,-18.928163,-47.000679,0,2023-09-20 15:04:01,2025-09-24 13:14:44
332,318,PWL,RODOVIARIA DE PLANALTINA - GO,Kandango Parceiras,Ponto de Controle - 12,0,50,50,10,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-15.434881,-47.610828,0,2025-08-11 17:03:24,2025-08-11 17:03:24
327,313,PWM,RODOVIARIA DE PARNAMIRIM - RN,Kandango Parceiras,Ponto de Controle - 12,0,50,50,10,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-5.889936,-35.192387,0,2025-08-11 16:54:51,2025-08-11 16:54:51
342,328,QPA,RODOVIARIA DE QUIPAPA - PE,Kandango Parceiras,Ponto de Controle - 12,0,50,50,10,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-8.826607,-36.011699,0,2025-08-12 08:26:43,2025-08-12 08:26:43
36,35,RD-AVN,RODOVIARIA DE ALVORADA DO NORTE - GO,Kandango Parceiras,Ponto de Controle - 12,0,50,50,10,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-14.487983,-46.497139,0,2023-09-20 15:13:48,2025-09-17 09:12:57
18,17,RD. PPI,PROPRIA - SE / ROD. CHURR. GRUPO DOIS IRMAOS,Kandango Parceiras,Ponto de Controle - 12,0,30,50,10,Não Informado,0.0,-,F,F,N,F,N,T,T,F,F,F,,-10.228437,-36.837949,0,2023-09-20 14:16:22,2025-12-03 13:28:18
9,8,REC,RODOVIARIA RECIFE-PE,Kandango Parceiras,Ponto de Controle - 12,0,110,150,10,Não Informado,0.0,-,F,F,S,F,N,T,T,F,F,F,,-8.064496,-34.981926,0,2023-09-20 12:31:21,2025-09-24 10:54:33
439,414,REDENCAO ,REST. REDENCAO - REDENCAO DO GURGUEIA - PI,Kandango Parceiras,Local Não Autorizado - 42,0,50,50,0,Não Informado,0.0,-,F,F,N,F,N,T,F,F,F,F,,-9.463150,-44.598658,0,2025-10-06 11:37:45,2025-10-06 11:37:45
343,329,REDG,RODOVIARIA DE REDENCAO DO GURGUEIA - PI,Kandango Parceiras,Ponto de Controle - 12,0,50,50,10,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-9.490017,-44.585733,0,2025-08-12 08:28:14,2025-08-12 08:28:14
344,330,RES,RODOVIARIA DE RESENDE - RJ,Kandango Parceiras,Ponto de Controle - 12,0,50,50,10,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-22.459800,-44.439310,0,2025-08-12 08:29:24,2025-08-12 08:29:24
432,407,RES JEQUIT,POSTO E RESTAURANTE JEQUITAI,Kandango Parceiras,Local Não Autorizado - 42,0,100,60,0,Não Informado,0.0,-,F,F,N,F,N,T,F,F,F,F,,-17.194517,-44.433295,0,2025-09-18 10:51:04,2025-09-18 10:51:04
431,406,RES PAIS,RESTAURANTE PAIS E FILHOS - PE,Kandango Parceiras,Local Não Autorizado - 42,0,30,50,0,Não Informado,0.0,-,F,F,N,F,N,T,F,F,F,F,,-8.657539,-36.014972,1,2025-09-18 10:29:17,2025-09-18 10:29:17
434,409,RES S.RITA,RESTAURANTE E LANHONETE SANTA RITA,Kandango Parceiras,Local Não Autorizado - 42,0,60,130,0,Não Informado,0.0,-,F,F,N,F,N,T,F,F,F,F,,-20.643783,-47.880012,1,2025-09-18 17:32:01,2025-10-13 16:16:13
99,99,RESJARAGUA,CHURRASCARIA ESTRELA DO SUL 1,Kandango Parceiras,Ponto de Controle - 12,0,50,70,5,Não Informado,0.0,-,F,F,N,F,N,T,T,F,F,F,,-15.758920,-49.314092,1,2024-10-14 16:21:43,2025-09-17 15:06:58
123,123,REST 040,LUIZILANDIA - MG / RESTAURANTE E HOTEL 040,Kandango Parceiras,Ponto de Controle - 12,0,50,70,0,Não Informado,0.0,0,F,F,S,F,N,T,F,F,F,F,,-17.985218,-45.609892,1,2024-10-15 12:56:12,2025-09-29 13:31:24
131,131,REST BLG,RESTAURANTE BOM LUGAR - FLORIANO PI,Kandango Parceiras,Ponto de Controle - 12,0,110,150,0,Não Informado,0.0,-,F,F,N,F,S,T,T,F,F,F,,-6.789746,-42.987237,1,2024-10-15 14:59:30,2025-09-17 11:26:54
98,98,REST CBLVT,REST CHURRASCARIA BELA VISTA ,Kandango Parceiras,Ponto de Controle - 12,0,40,70,0,Não Informado,0.0,-,F,F,N,F,N,T,T,F,F,F,,-14.476736,-49.155632,1,2024-10-14 14:20:17,2025-09-17 10:17:07
119,119,REST MAQNE,RESTAURANTE CABANA DO MAQUINE CAETANOPOLIS MG,Kandango Parceiras,Ponto de Controle - 12,0,50,50,0,Não Informado,0.0,-,F,F,S,F,N,T,T,F,F,F,,-19.301940,-44.378469,1,2024-10-15 12:41:04,2025-09-17 10:11:00
144,144,REST MENEG,RESTAURANTE MENEGON - ARAGUARI MG,Kandango Parceiras,Ponto de Controle - 12,0,50,70,0,Não Informado,0.0,-,F,F,N,F,N,T,T,F,F,F,,-18.680533,-48.179424,1,2024-10-16 15:22:25,2025-09-17 15:07:21
140,140,REST RARA,REST RARA COXINHA - PEDRA DE FOGO PB,Kandango Parceiras,Ponto de Controle - 12,0,50,70,0,Não Informado,0.0,-,F,F,N,F,N,T,T,F,F,F,,-7.395297,-34.956333,1,2024-10-16 14:50:16,2025-09-17 15:07:42
142,142,REST SEABR,REST E POUSADA SEABRA,Kandango Parceiras,Ponto de Controle - 12,0,40,70,0,Não Informado,0.0,-,F,F,N,F,N,T,T,F,F,F,,-12.427702,-41.772935,1,2024-10-16 15:08:11,2025-09-24 10:03:21
141,141,REST SVIC,RESTAURANTE VILA SAO VICENTE - SANTO ESTEVAO,Kandango Parceiras,Ponto de Controle - 12,0,70,70,0,Não Informado,0.0,-,F,F,N,F,N,T,T,F,F,F,,-12.444414,-39.236825,1,2024-10-16 15:03:10,2025-09-17 15:08:51
205,202,REST.COPER,JEQUIÉ - BA - REST. COPERTAI ,Kandango Parceiras,Local Não Autorizado - 42,0,50,50,10,Não Informado,0.0,-,F,F,N,F,N,T,F,F,F,F,,-13.857024,-40.114005,0,2025-08-06 15:36:54,2025-09-17 15:58:39
103,103,REST.GAUCH,CHURRASCARIA DO GAUCHO - ALIANÇA TO,Kandango Parceiras,Ponto de Controle - 12,0,70,70,5,Não Informado,0.0,-,F,F,N,F,N,T,T,F,F,F,,-11.311936,-48.942794,1,2024-10-14 17:55:20,2025-10-24 10:08:10
120,120,REST.OASIS,RESTAURANTE OASIS CAETANOPOLIS MG,Kandango Parceiras,Ponto de Controle - 12,0,50,70,0,Não Informado,0.0,0,F,F,N,F,N,T,T,F,F,F,,-19.300526,-44.379322,1,2024-10-15 12:43:38,2025-09-17 10:09:09
206,203,REST.PRIME,SANTA MARIA DA VITOR-BA / REST. E LANCHONETE PRIME,Kandango Parceiras,Ponto de Controle - 12,0,50,100,10,Não Informado,0.0,-,F,F,N,F,N,T,T,F,F,F,,-13.387384,-44.204838,0,2025-08-07 08:31:11,2025-09-29 08:56:52
204,201,REST.RIVAL,PATOS DE MINAS - MG - REST. RIVALCINO,Kandango Parceiras,Local Não Autorizado - 42,0,25,20,10,Não Informado,0.0,-,F,F,N,F,N,T,F,F,F,F,,-18.631488,-46.430592,0,2025-08-06 15:34:38,2025-09-17 15:59:12
25,24,RIB ,RODOVIARIA RIBEIRAO PRETO - SP ,Kandango Parceiras,Ponto de Controle - 12,0,110,80,10,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-21.173927,-47.814647,0,2023-09-20 14:41:33,2025-09-17 08:50:26
346,332,RIO,RODOVIARIA DE RIO DE JANEIRO - RJ,Kandango Parceiras,Ponto de Controle - 12,0,100,100,10,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-22.899330,-43.208760,0,2025-08-12 08:34:43,2025-08-12 08:34:43
345,331,RMA,RODOVIARIA DE RIALMA - GO,Kandango Parceiras,Ponto de Controle - 12,0,50,50,10,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-15.316149,-49.581807,0,2025-08-12 08:30:30,2025-08-12 08:30:30
101,101,ROD,RODOVIARIA DE PLANALTINA - DF ,Kandango Parceiras,Ponto de Controle - 12,0,70,70,0,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-15.618378,-47.654241,1,2024-10-14 16:57:28,2025-09-17 10:58:09
244,241,ROD - CBI,RODOVIARIA DE CAMBUI - MG,Kandango Parceiras,Ponto de Controle - 12,0,35,35,10,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-22.607471,-46.058056,0,2025-08-11 14:08:42,2025-09-17 17:04:09
122,122,ROD 3MAR,RODOVIARIA DE TRES MARIAS ,Kandango Parceiras,Ponto de Controle - 12,0,50,70,0,Não Informado,0.0,0,F,F,S,F,N,T,F,F,F,F,,-18.202345,-45.232837,1,2024-10-15 12:49:01,2025-09-17 09:11:49
118,118,ROD 7LG,RODOVIARIA DE SETE LAGOAS ,Kandango Parceiras,Ponto de Controle - 12,0,70,70,0,Não Informado,0.0,0,F,F,S,F,N,T,F,F,F,F,,-19.467503,-44.244154,1,2024-10-15 12:33:45,2025-09-17 09:14:21
93,93,ROD ALIA,RODOVIARIA DE ALIANÇA TO,Kandango Parceiras,Ponto de Controle - 12,0,50,70,5,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-11.305383,-48.940079,1,2024-10-14 14:04:17,2024-10-14 14:04:17
146,146,ROD ARAPIR,RODOVIARIA DE ARAPIRACA-AL,Kandango Parceiras,Ponto de Controle - 12,0,70,90,0,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-9.758106,-36.645734,1,2024-10-17 10:28:18,2024-10-17 10:31:16
83,83,ROD BHZ,RODOVIARIA DE BELO HORIZONTE - MG,Kandango Parceiras,Ponto de Controle - 12,0,90,90,0,Não Informado,0.0,0,F,F,S,F,N,T,F,F,F,F,,-19.913862,-43.941897,1,2024-09-26 16:56:39,2025-09-17 09:13:58
139,139,ROD CANG,RODOVIARIA DE CANGUARETAMA-RN,Kandango Parceiras,Ponto de Controle - 12,0,50,70,0,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-6.380509,-35.128309,1,2024-10-16 14:41:45,2024-10-16 14:41:45
113,113,ROD COX,RODOVIARIA DE COCOS BA,Kandango Parceiras,Ponto de Controle - 12,0,30,50,5,Não Informado,0.0,-,F,F,S,F,N,T,F,F,F,F,,-14.182152,-44.537091,1,2024-10-15 11:10:20,2025-09-17 10:58:59
